name,url,description,duration,remote_support,adaptive_support,test_type
Financial Accounting (New),https://www.shl.com/solutions/products/product-catalog/view/financial-accounting-new/,"Financial Accounting (New): Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Financial and Banking Services (New),https://www.shl.com/solutions/products/product-catalog/view/financial-and-banking-services-new/,"Financial and Banking Services (New): Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Fire Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/fire-engineering-new/,"Fire Engineering (New): Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Following Instructions v1 - UK (R1),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-uk-r1/,Following Instructions v1 - UK (R1): This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Following Instructions v1 - US (R2),https://www.shl.com/solutions/products/product-catalog/view/following-instructions-v1-us-r2/,Following Instructions v1 - US (R2): This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Food and Beverage Services (New),https://www.shl.com/solutions/products/product-catalog/view/food-and-beverage-services-new/,"Food and Beverage Services (New): Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Food Science (New),https://www.shl.com/solutions/products/product-catalog/view/food-science-new/,"Food Science (New): Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Front Office Management (New),https://www.shl.com/solutions/products/product-catalog/view/front-office-management-new/,Front Office Management (New): Multi-choice test that measures the knowledge of front office operations.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Store Manager 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/store-manager-7-1-%28international%29/,Store Manager 7.1 (International): Our Store Manager 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees in a retail or…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Store Manager Solution,https://www.shl.com/solutions/products/product-catalog/view/store-manager-solution/,Store Manager Solution: The Store Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Supervisor - Short Form,https://www.shl.com/solutions/products/product-catalog/view/supervisor-short-form/,Supervisor - Short Form: The Supervisor solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Supervisor 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-0-solution/,Supervisor 7.0 Solution: Our Supervisor 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Supervisor 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-1-%28americas%29/,Supervisor 7.1 (Americas): Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Supervisor 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/supervisor-7-1-%28international%29/,Supervisor 7.1 (International): Our Supervisor 7.1 solution is designed for candidates applying to entry-level leadership positions who tend to supervise hourly employees. Sample tasks for…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Support Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/support-associate-solution/,Support Associate Solution: The Support Associate solution is designed for entry-level positions that involve little to no interaction with customers. The solution covers a wide variety…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Support Supervisor Solution,https://www.shl.com/solutions/products/product-catalog/view/support-supervisor-solution/,Support Supervisor Solution: The Support Supervisor solution is designed for entry-level leadership positions in the hospitality industry that oversee hourly employees in non-customer…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Technical Sales Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/technical-sales-associate-solution/,Technical Sales Associate Solution: The Technical Sales Associate solution is for entry-level retail positions in which employees proactively sell a specific line of products that requires…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Technician/Technologist Solution,https://www.shl.com/solutions/products/product-catalog/view/techniciantechnologist-solution/,Technician/Technologist Solution: The Technician/Technologist solution is for positions in a healthcare environment that perform medical tests to aide in the treatment of patients.  Sample…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Technology Professional 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/technology-professional-8-0-job-focused-assessment/,"Technology Professional 8.0 Job Focused Assessment: The Technology Job Focused Assessment assesses  key behavioral attributes  required for success in fast-paced, rapidly evolving  technology environments…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Telenurse Solution,https://www.shl.com/solutions/products/product-catalog/view/telenurse-solution/,"Telenurse Solution: The Telenurse solution is for positions in a healthcare environment that interact with patients over the telephone.  Sample tasks for this job include, but are…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Fundamentals of Chemistry (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-chemistry-new/,"Fundamentals of Chemistry (New): Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Fundamentals of Physics (New),https://www.shl.com/solutions/products/product-catalog/view/fundamentals-of-physics-new/,"Fundamentals of Physics (New): Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
General Diseases (New),https://www.shl.com/solutions/products/product-catalog/view/general-diseases-new/,"General Diseases (New): Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Geoinformatics Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoinformatics-engineering-new/,"Geoinformatics Engineering (New): Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Geoscience Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/geoscience-engineering-new/,"Geoscience Engineering (New): Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
GIT (New),https://www.shl.com/solutions/products/product-catalog/view/git-new/,GIT (New): Multi-choice test that measures the knowledge of how to use GIT for version control.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Global Skills Assessment,https://www.shl.com/solutions/products/product-catalog/view/global-skills-assessment/,Global Skills Assessment: The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Graduate Scenarios,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios/,Graduate Scenarios: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Graduate Scenarios Narrative Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-narrative-report/,Graduate Scenarios Narrative Report: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Graduate Scenarios Profile Report,https://www.shl.com/solutions/products/product-catalog/view/graduate-scenarios-profile-report/,Graduate Scenarios Profile Report: Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Hibernate (New),https://www.shl.com/solutions/products/product-catalog/view/hibernate-new/,"Hibernate (New): Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
HIPAA (Security),https://www.shl.com/solutions/products/product-catalog/view/hipaa-security/,HIPAA (Security): The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Teller 7.0,https://www.shl.com/solutions/products/product-catalog/view/teller-7-0/,"Teller 7.0: Teller or cashier positions are integral to financial institutions as they conduct numerous banking transactions each day, as well as being the face of the…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Teller with Sales - Short Form,https://www.shl.com/solutions/products/product-catalog/view/teller-with-sales-short-form/,"Teller with Sales - Short Form: The Teller solution with Sales is for entry-level financial institution teller positions. Sample tasks for this job would include, but are not limited to…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Transcriptionist Solution,https://www.shl.com/solutions/products/product-catalog/view/transcriptionist-solution/,Transcriptionist Solution: The Transcriptionist solution is for entry-level clerical roles in a healthcare environment that require employees to translate medical information.  Sample…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Individual 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-individual-7-0-solution/,Workplace Safety - Individual 7.0 Solution: Our Workplace Safety - Individual 7.0 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Individual 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-individual-7-1-solution/,Workplace Safety - Individual 7.1 (Americas): Our Workplace Safety - Individual 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Team 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-0-solution/,Workplace Safety - Team 7.0 Solution: The Workplace Safety – Team 7.0 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Team 7.1 (Americas),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-1-%28americas%29/,Workplace Safety - Team 7.1 (Americas): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety - Team 7.1 (International),https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-team-7-1-solution/,Workplace Safety - Team 7.1 (International): The Workplace Safety – Team 7.1 solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Workplace Safety Solution,https://www.shl.com/solutions/products/product-catalog/view/workplace-safety-solution/,Workplace Safety Solution: The Workplace Safety Solution is designed for entry-level positions to measure the competencies and experiences that underlie successful and safe performance…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
HiPo Assessment Report 1.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-1-0/,"HiPo Assessment Report 1.0: Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
HiPo Assessment Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-assessment-report-2-0/,"HiPo Assessment Report 2.0: Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
HiPo Unlocking Potential Report 2.0,https://www.shl.com/solutions/products/product-catalog/view/hipo-unlocking-potential-report-2-0/,"HiPo Unlocking Potential Report 2.0: This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Housekeeping (New),https://www.shl.com/solutions/products/product-catalog/view/housekeeping-new/,"Housekeeping (New): Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
HTML/CSS (New),https://www.shl.com/solutions/products/product-catalog/view/htmlcss-new/,HTML/CSS (New): Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
HTML5 (New),https://www.shl.com/solutions/products/product-catalog/view/html5-new/,HTML5 (New): Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Human Resources (New),https://www.shl.com/solutions/products/product-catalog/view/human-resources-new/,Human Resources (New): Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
IBM DataStage (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-datastage-new/,"IBM DataStage (New): Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
IBM Sterling Order Management System (New),https://www.shl.com/solutions/products/product-catalog/view/ibm-sterling-order-management-system-new/,"IBM Sterling Order Management System (New): Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Industrial Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/industrial-engineering-new/,"Industrial Engineering (New): Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Informatica (Architecture) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-architecture-new/,"Informatica (Architecture) (New): Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Informatica (Developer) (New),https://www.shl.com/solutions/products/product-catalog/view/informatica-developer-new/,"Informatica (Developer) (New): Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Instrumentation Engineering (New),https://www.shl.com/solutions/products/product-catalog/view/instrumentation-engineering-new/,"Instrumentation Engineering (New): Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Interpersonal Communications,https://www.shl.com/solutions/products/product-catalog/view/interpersonal-communications/,Interpersonal Communications: This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage…,15,Yes,Yes,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Interviewing and Hiring Concepts (U.S.),https://www.shl.com/solutions/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/,Interviewing and Hiring Concepts (U.S.): The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing  and hiring process. Designed for all employees and hiring managers…,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
iOS Development (New),https://www.shl.com/solutions/products/product-catalog/view/ios-development-new/,"iOS Development (New): Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
ITIL (IT Infrastructure Library) (New),https://www.shl.com/solutions/products/product-catalog/view/itil-it-infrastructure-library-new/,"ITIL (IT Infrastructure Library) (New): Multi-choice test that measures the knowledge of capacity management, change management and problem management.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Java 2 Platform Enterprise Edition 1.4 Fundamental,https://www.shl.com/solutions/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/,"Java 2 Platform Enterprise Edition 1.4 Fundamental: The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Java 8 (New),https://www.shl.com/solutions/products/product-catalog/view/java-8-new/,"Java 8 (New): Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Java Design Patterns (New),https://www.shl.com/solutions/products/product-catalog/view/java-design-patterns-new/,Java Design Patterns (New): Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Java Frameworks (New),https://www.shl.com/solutions/products/product-catalog/view/java-frameworks-new/,"Java Frameworks (New): Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Java Platform Enterprise Edition 7 (Java EE 7),https://www.shl.com/solutions/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/,"Java Platform Enterprise Edition 7 (Java EE 7): The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this…",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Java Web Services (New),https://www.shl.com/solutions/products/product-catalog/view/java-web-services-new/,"Java Web Services (New): Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
JavaScript (New),https://www.shl.com/solutions/products/product-catalog/view/javascript-new/,JavaScript (New): Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
Jenkins (New),https://www.shl.com/solutions/products/product-catalog/view/jenkins-new/,"Jenkins (New): Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",15,Yes,No,"[""Ability & Aptitude"", ""Biodata & Situational Judgement"", ""Competencies"", ""Development & 360"", ""Assessment Exercises"", ""Knowledge & Skills"", ""Personality & Behavior"", ""Simulations""]"
